50,727
100,313
150,232
200,181
250,131
300,81
350,72
400,72
450,70
500,69
550,69
600,68
650,72
700,69
750,72
800,67
850,70
900,71
950,68
1000,68
1050,66
1100,72
1150,71
1200,70
1250,74
1300,72
1350,70
1400,70
1450,67
1500,68
1550,68
1600,72
1650,71
1700,71
1750,73
1800,71
1850,68
1900,66
1950,67
2000,72
2050,71
2100,70
2150,69
2200,67
2250,66
2300,67
2350,70
2400,70
2450,66
2500,95
2550,76
2600,73
2650,76
2700,75
2750,76
2800,75
2850,73
2900,71
2950,73
3000,76
3050,74
3100,75
3150,71
3200,73
3250,75
3300,74
3350,71
3400,77
3450,77
3500,76
3550,74
3600,73
3650,72
3700,71
3750,77
3800,73
3850,72
3900,70
3950,77
4000,75
4050,71
4100,77
4150,71
4200,75
4250,75
4300,73
4350,72
4400,70
4450,70
4500,76
4550,73
4600,73
4650,70
4700,72
4750,77
4800,72
4850,75
4900,77
4950,74
5000,131
5050,87
5100,77
5150,75
5200,76
5250,80
5300,79
5350,78
5400,78
5450,78
5500,79
5550,77
5600,75
5650,78
5700,80
5750,79
5800,77
5850,76
5900,80
5950,80
6000,80
6050,80
6100,76
6150,76
6200,80
6250,80
6300,80
6350,79
6400,77
6450,81
6500,80
6550,79
6600,74
6650,77
6700,74
6750,79
6800,76
6850,80
6900,76
6950,76
7000,76
7050,75
7100,77
7150,77
7200,77
7250,80
7300,75
7350,75
7400,78
7450,76
7500,100
7550,79
7600,80
7650,71
7700,74
7750,75
7800,77
7850,337
7900,68
7950,67
8000,250
8050,798
8100,374
8150,456
8200,279
8250,549
8300,463
8350,47
8400,72
8450,207
8500,48
8550,74
8600,63
8650,46
8700,71
8750,63
8800,49
8850,250
8900,481
8950,54
9000,64
9050,46
9100,61
9150,45
9200,63
9250,45
9300,61
9350,46
9400,67
9450,833
9500,75
9550,462
9600,71
9650,376
9700,74
9750,268
9800,75
9850,541
9900,483
9950,410
10000,443
10050,218
10100,286
10150,190
10200,203
10250,101
10300,68
10350,65
10400,63
10450,66
10500,68
10550,65
10600,69
10650,68
10700,67
10750,65
10800,68
10850,64
10900,65
10950,65
11000,68
11050,64
11100,69
11150,67
11200,64
11250,72
11300,66
11350,69
11400,66
11450,69
11500,66
11550,67
11600,69
11650,66
11700,68
11750,67
11800,70
11850,69
11900,71
11950,56
