50,712
100,297
150,203
200,154
250,103
300,67
350,66
400,65
450,63
500,68
550,67
600,68
650,67
700,66
750,68
800,66
850,63
900,62
950,68
1000,68
1050,66
1100,66
1150,63
1200,63
1250,67
1300,64
1350,63
1400,62
1450,68
1500,68
1550,64
1600,65
1650,66
1700,67
1750,65
1800,68
1850,67
1900,68
1950,66
2000,65
2050,63
2100,62
2150,63
2200,66
2250,65
2300,63
2350,64
2400,67
2450,65
2500,87
2550,69
2600,69
2650,69
2700,67
2750,64
2800,64
2850,63
2900,68
2950,66
3000,67
3050,64
3100,65
3150,68
3200,66
3250,63
3300,63
3350,67
3400,67
3450,65
3500,66
3550,63
3600,62
3650,67
3700,65
3750,63
3800,65
3850,63
3900,69
3950,67
4000,66
4050,62
4100,66
4150,66
4200,65
4250,63
4300,68
4350,62
4400,67
4450,65
4500,65
4550,64
4600,68
4650,69
4700,64
4750,62
4800,64
4850,67
4900,67
4950,64
5000,136
5050,71
5100,63
5150,66
5200,63
5250,68
5300,65
5350,65
5400,66
5450,69
5500,62
5550,64
5600,63
5650,62
5700,69
5750,64
5800,68
5850,64
5900,65
5950,68
6000,66
6050,66
6100,64
6150,64
6200,62
6250,64
6300,67
6350,67
6400,63
6450,68
6500,62
6550,62
6600,68
6650,68
6700,67
6750,63
6800,65
6850,67
6900,68
6950,68
7000,69
7050,67
7100,65
7150,63
7200,62
7250,69
7300,63
7350,65
7400,66
7450,64
7500,86
7550,68
7600,65
7650,64
7700,64
7750,62
7800,64
7850,59
7900,395
7950,795
8000,475
8050,463
8100,375
8150,367
8200,270
8250,556
8300,463
8350,46
8400,66
8450,241
8500,48
8550,66
8600,65
8650,42
8700,55
8750,57
8800,51
8850,257
8900,298
8950,53
9000,58
9050,45
9100,70
9150,46
9200,57
9250,46
9300,57
9350,47
9400,56
9450,49
9500,64
9550,745
9600,63
9650,360
9700,56
9750,256
9800,61
9850,501
9900,440
9950,362
10000,454
10050,179
10100,255
10150,169
10200,126
10250,74
10300,63
10350,59
10400,57
10450,59
10500,55
10550,58
10600,63
10650,61
10700,59
10750,63
10800,59
10850,62
10900,59
10950,58
11000,60
11050,57
11100,58
11150,58
11200,62
11250,59
11300,67
11350,60
11400,58
11450,57
11500,62
11550,61
11600,62
11650,56
11700,60
11750,60
11800,59
11850,62
11900,59
11950,50
