50,752
100,330
150,267
200,217
250,168
300,117
350,74
400,82
450,81
500,80
550,77
600,76
650,81
700,79
750,78
800,77
850,80
900,81
950,78
1000,78
1050,76
1100,75
1150,80
1200,79
1250,77
1300,83
1350,82
1400,81
1450,78
1500,79
1550,76
1600,77
1650,78
1700,74
1750,76
1800,80
1850,79
1900,77
1950,77
2000,76
2050,75
2100,81
2150,78
2200,77
2250,75
2300,76
2350,79
2400,77
2450,81
2500,103
2550,78
2600,80
2650,81
2700,76
2750,81
2800,79
2850,80
2900,76
2950,77
3000,81
3050,81
3100,78
3150,80
3200,76
3250,78
3300,80
3350,78
3400,75
3450,81
3500,78
3550,78
3600,79
3650,75
3700,75
3750,80
3800,78
3850,80
3900,78
3950,79
4000,82
4050,76
4100,77
4150,75
4200,78
4250,78
4300,78
4350,82
4400,74
4450,80
4500,81
4550,77
4600,77
4650,77
4700,77
4750,81
4800,79
4850,80
4900,81
4950,80
5000,163
5050,90
5100,71
5150,76
5200,75
5250,71
5300,72
5350,76
5400,74
5450,72
5500,73
5550,77
5600,76
5650,72
5700,74
5750,71
5800,71
5850,74
5900,75
5950,72
6000,71
6050,71
6100,76
6150,73
6200,73
6250,70
6300,77
6350,70
6400,75
6450,74
6500,70
6550,75
6600,72
6650,72
6700,75
6750,76
6800,73
6850,73
6900,74
6950,78
7000,74
7050,72
7100,78
7150,75
7200,73
7250,73
7300,73
7350,77
7400,75
7450,76
7500,98
7550,74
7600,73
7650,76
7700,78
7750,75
7800,71
7850,72
7900,76
7950,72
8000,395
8050,752
8100,467
8150,457
8200,378
8250,470
8300,265
8350,551
8400,448
8450,56
8500,71
8550,230
8600,64
8650,76
8700,78
8750,58
8800,421
8850,303
8900,72
8950,188
9000,64
9050,207
9100,65
9150,75
9200,64
9250,68
9300,64
9350,75
9400,65
9450,80
9500,747
9550,78
9600,467
9650,75
9700,359
9750,77
9800,254
9850,80
9900,537
9950,436
10000,515
10050,276
10100,305
10150,246
10200,192
10250,141
10300,114
10350,69
10400,69
10450,71
10500,74
10550,73
10600,74
10650,73
10700,76
10750,72
10800,70
10850,75
10900,73
10950,72
11000,72
11050,71
11100,69
11150,69
11200,75
11250,72
11300,78
11350,70
11400,73
11450,74
11500,73
11550,70
11600,71
11650,74
11700,75
11750,70
11800,70
11850,70
11900,71
11950,72
